id_cidade,data,sensor,valor,cidade
23265102,2021-04-24 21:15:00,tempsolonu40cm,-89.2,Londrina
23265102,2021-04-24 21:30:00,tempsolonu40cm,-89.4,Londrina
23265102,2021-04-24 21:45:00,tempsolonu40cm,-89.4,Londrina
23265102,2021-04-24 22:00:00,tempsolonu40cm,-89.6,Londrina
23265102,2021-04-24 22:15:00,tempsolonu40cm,-89.6,Londrina
23265102,2021-04-24 22:30:00,tempsolonu40cm,-89.6,Londrina
23265102,2021-04-24 22:45:00,tempsolonu40cm,-89.9,Londrina
23265102,2021-04-24 23:00:00,tempsolonu40cm,-90.2,Londrina
23265102,2021-04-24 23:15:00,tempsolonu40cm,-89.9,Londrina
23265102,2021-04-24 23:30:00,tempsolonu40cm,-90.0,Londrina
23265102,2021-04-24 23:45:00,tempsolonu40cm,-90.2,Londrina
23265102,2021-04-25 00:00:00,tempsolonu40cm,-90.3,Londrina
