id_cidade,data,sensor,valor,cidade
23265102,2021-04-29 21:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 21:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 21:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 22:00:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 22:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 22:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 22:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 23:00:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 23:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 23:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-29 23:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-30 00:00:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-30 00:15:00,tempsolonu40cm,-92.6,Londrina
23265102,2021-04-30 00:30:00,tempsolonu40cm,-92.5,Londrina
23265102,2021-04-30 00:45:00,tempsolonu40cm,-92.7,Londrina
23265102,2021-04-30 01:00:00,tempsolonu40cm,-93.5,Londrina
23265102,2021-04-30 01:15:00,tempsolonu40cm,-93.9,Londrina
23265102,2021-04-30 01:30:00,tempsolonu40cm,-94.2,Londrina
23265102,2021-04-30 01:45:00,tempsolonu40cm,-94.5,Londrina
23265102,2021-04-30 02:00:00,tempsolonu40cm,-94.3,Londrina
23265102,2021-04-30 02:15:00,tempsolonu40cm,-94.4,Londrina
23265102,2021-04-30 02:30:00,tempsolonu40cm,-94.4,Londrina
23265102,2021-04-30 02:45:00,tempsolonu40cm,-94.3,Londrina
23265102,2021-04-30 03:00:00,tempsolonu40cm,-94.2,Londrina
23265102,2021-04-30 03:15:00,tempsolonu40cm,-95.1,Londrina
23265102,2021-04-30 03:30:00,tempsolonu40cm,-95.4,Londrina
23265102,2021-04-30 03:45:00,tempsolonu40cm,-95.7,Londrina
23265102,2021-04-30 04:00:00,tempsolonu40cm,-96.1,Londrina
23265102,2021-04-30 04:15:00,tempsolonu40cm,-96.2,Londrina
23265102,2021-04-30 04:30:00,tempsolonu40cm,-96.1,Londrina
23265102,2021-04-30 04:45:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 05:00:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 05:15:00,tempsolonu40cm,-96.2,Londrina
