"id_sample","id_sensor","value","date_ref"
"47",6,"17.66","2021-07-28 12:45:00"
"101",6,"17.66","2021-07-28 13:00:00"
"155",6,"17.65","2021-07-28 13:15:00"
"209",6,"17.63","2021-07-28 13:30:00"
"263",6,"17.62","2021-07-28 13:45:00"
"317",6,"17.62","2021-07-28 14:00:00"
"371",6,"17.62","2021-07-28 14:15:00"
"425",6,"17.61","2021-07-28 14:30:00"
"479",6,"17.6","2021-07-28 14:45:00"
"533",6,"17.59","2021-07-28 15:00:00"
"587",6,"17.59","2021-07-28 15:15:00"
"641",6,"17.59","2021-07-28 15:30:00"
"695",6,"17.59","2021-07-28 15:45:00"
"749",6,"17.59","2021-07-28 16:00:00"
"803",6,"17.59","2021-07-28 16:15:00"
"857",6,"17.59","2021-07-28 16:30:00"
"911",6,"17.59","2021-07-28 16:45:00"
"965",6,"17.58","2021-07-28 17:00:00"
"1019",6,"17.58","2021-07-28 17:15:00"
"1073",6,"17.58","2021-07-28 17:30:00"
"1127",6,"17.58","2021-07-28 17:45:00"
"1181",6,"17.58","2021-07-28 18:00:00"
"1235",6,"17.59","2021-07-28 18:15:00"
"1289",6,"17.59","2021-07-28 18:30:00"
"1343",6,"17.6","2021-07-28 18:45:00"
"1397",6,"17.6","2021-07-28 19:00:00"
"1451",6,"17.61","2021-07-28 19:15:00"
"1505",6,"17.61","2021-07-28 19:30:00"
"1559",6,"17.61","2021-07-28 19:45:00"
"1613",6,"17.6","2021-07-28 20:00:00"
"1667",6,"17.6","2021-07-28 20:15:00"
"1721",6,"17.6","2021-07-28 20:30:00"
"1775",6,"17.59","2021-07-28 20:45:00"
"1829",6,"17.58","2021-07-28 21:00:00"
"1883",6,"17.58","2021-07-28 21:15:00"
"1937",6,"17.58","2021-07-28 21:30:00"
"1991",6,"17.57","2021-07-28 21:45:00"
"2045",6,"17.57","2021-07-28 22:00:00"
"2099",6,"17.56","2021-07-28 22:15:00"
"2153",6,"17.55","2021-07-28 22:30:00"
"2207",6,"17.55","2021-07-28 22:45:00"
"2261",6,"17.53","2021-07-28 23:00:00"
"2315",6,"17.52","2021-07-28 23:15:00"
"2369",6,"17.51","2021-07-28 23:30:00"
"2423",6,"17.5","2021-07-28 23:45:00"
"2477",6,"17.49","2021-07-29 00:00:00"
"2531",6,"17.48","2021-07-29 00:15:00"
"2585",6,"17.47","2021-07-29 00:30:00"
"2639",6,"17.46","2021-07-29 00:45:00"
"2693",6,"17.44","2021-07-29 01:00:00"
"2747",6,"17.43","2021-07-29 01:15:00"
"2801",6,"17.42","2021-07-29 01:30:00"
"2855",6,"17.41","2021-07-29 01:45:00"
"2909",6,"17.4","2021-07-29 02:00:00"
"2963",6,"17.4","2021-07-29 02:15:00"
"3017",6,"17.39","2021-07-29 02:30:00"
"3071",6,"17.37","2021-07-29 02:45:00"
"3125",6,"17.36","2021-07-29 03:00:00"
"3179",6,"17.35","2021-07-29 03:15:00"
"3233",6,"17.34","2021-07-29 03:30:00"
