id_cidade,data,sensor,valor,cidade
23265102,2021-03-28 00:00:00,tempsolonu40cm,-92.5,Londrina
23265102,2021-03-28 00:15:00,tempsolonu40cm,-92.1,Londrina
23265102,2021-03-28 00:30:00,tempsolonu40cm,-93.0,Londrina
23265102,2021-03-28 00:45:00,tempsolonu40cm,-88.1,Londrina
23265102,2021-03-28 01:00:00,tempsolonu40cm,-93.4,Londrina
23265102,2021-03-28 01:15:00,tempsolonu40cm,-93.6,Londrina
23265102,2021-03-28 01:30:00,tempsolonu40cm,-93.3,Londrina
23265102,2021-03-28 01:45:00,tempsolonu40cm,-93.0,Londrina
23265102,2021-03-28 02:00:00,tempsolonu40cm,-94.1,Londrina
23265102,2021-03-28 02:15:00,tempsolonu40cm,-94.4,Londrina
23265102,2021-03-28 02:30:00,tempsolonu40cm,-94.5,Londrina
23265102,2021-03-28 02:45:00,tempsolonu40cm,-94.3,Londrina
23265102,2021-03-28 03:00:00,tempsolonu40cm,-94.1,Londrina
23265102,2021-03-28 03:15:00,tempsolonu40cm,-93.6,Londrina
23265102,2021-03-28 03:30:00,tempsolonu40cm,-93.9,Londrina
23265102,2021-03-28 03:45:00,tempsolonu40cm,-92.6,Londrina
23265102,2021-03-28 04:00:00,tempsolonu40cm,-94.4,Londrina
23265102,2021-03-28 04:15:00,tempsolonu40cm,-94.2,Londrina
23265102,2021-03-28 04:30:00,tempsolonu40cm,-93.4,Londrina
23265102,2021-03-28 04:45:00,tempsolonu40cm,-93.3,Londrina
23265102,2021-03-28 05:00:00,tempsolonu40cm,-93.8,Londrina
23265102,2021-03-28 05:15:00,tempsolonu40cm,-93.7,Londrina
23265102,2021-03-28 05:30:00,tempsolonu40cm,-94.3,Londrina
23265102,2021-03-28 05:45:00,tempsolonu40cm,-94.3,Londrina
23265102,2021-03-28 06:00:00,tempsolonu40cm,-94.2,Londrina
23265102,2021-03-28 06:15:00,tempsolonu40cm,-94.1,Londrina
23265102,2021-03-28 06:30:00,tempsolonu40cm,-93.6,Londrina
23265102,2021-03-28 06:45:00,tempsolonu40cm,-94.6,Londrina
23265102,2021-03-28 07:00:00,tempsolonu40cm,-95.1,Londrina
23265102,2021-03-28 07:15:00,tempsolonu40cm,-94.6,Londrina
23265102,2021-03-28 07:30:00,tempsolonu40cm,-94.6,Londrina
23265102,2021-03-28 07:45:00,tempsolonu40cm,-94.9,Londrina
23265102,2021-03-28 08:00:00,tempsolonu40cm,-94.4,Londrina
23265102,2021-03-28 08:15:00,tempsolonu40cm,-94.0,Londrina
23265102,2021-03-28 08:30:00,tempsolonu40cm,-93.1,Londrina
23265102,2021-03-28 08:45:00,tempsolonu40cm,-91.6,Londrina
23265102,2021-03-28 09:00:00,tempsolonu40cm,-90.4,Londrina
23265102,2021-03-28 09:15:00,tempsolonu40cm,-88.9,Londrina
23265102,2021-03-28 09:30:00,tempsolonu40cm,-88.0,Londrina
23265102,2021-03-28 09:45:00,tempsolonu40cm,-84.8,Londrina
23265102,2021-03-28 10:00:00,tempsolonu40cm,-68.4,Londrina
23265102,2021-03-28 10:15:00,tempsolonu40cm,-69.89,Londrina
23265102,2021-03-28 10:30:00,tempsolonu40cm,-66.32,Londrina
23265102,2021-03-28 10:45:00,tempsolonu40cm,-76.95,Londrina
23265102,2021-03-28 11:00:00,tempsolonu40cm,-78.7,Londrina
23265102,2021-03-28 11:15:00,tempsolonu40cm,-57.49,Londrina
23265102,2021-03-28 11:30:00,tempsolonu40cm,1.532,Londrina
23265102,2021-03-28 11:45:00,tempsolonu40cm,1.653,Londrina
23265102,2021-03-28 12:00:00,tempsolonu40cm,-41.41,Londrina
23265102,2021-03-28 12:15:00,tempsolonu40cm,-45.59,Londrina
23265102,2021-03-28 12:30:00,tempsolonu40cm,-60.6,Londrina
23265102,2021-03-28 12:45:00,tempsolonu40cm,-57.55,Londrina
23265102,2021-03-28 13:00:00,tempsolonu40cm,-71.73,Londrina
23265102,2021-03-28 13:15:00,tempsolonu40cm,-67.27,Londrina
23265102,2021-03-28 13:30:00,tempsolonu40cm,-58.34,Londrina
23265102,2021-03-28 13:45:00,tempsolonu40cm,-57.47,Londrina
23265102,2021-03-28 14:00:00,tempsolonu40cm,-61.71,Londrina
23265102,2021-03-28 14:15:00,tempsolonu40cm,-68.33,Londrina
23265102,2021-03-28 14:30:00,tempsolonu40cm,-46.4,Londrina
23265102,2021-03-28 14:45:00,tempsolonu40cm,-63.64,Londrina
23265102,2021-03-28 15:00:00,tempsolonu40cm,-69.06,Londrina
23265102,2021-03-28 15:15:00,tempsolonu40cm,-69.23,Londrina
23265102,2021-03-28 15:30:00,tempsolonu40cm,-77.72,Londrina
23265102,2021-03-28 15:45:00,tempsolonu40cm,-60.9,Londrina
23265102,2021-03-28 16:00:00,tempsolonu40cm,-67.37,Londrina
23265102,2021-03-28 16:15:00,tempsolonu40cm,-85.4,Londrina
23265102,2021-03-28 16:30:00,tempsolonu40cm,-82.9,Londrina
23265102,2021-03-28 16:45:00,tempsolonu40cm,-77.19,Londrina
23265102,2021-03-28 17:00:00,tempsolonu40cm,-71.66,Londrina
23265102,2021-03-28 17:15:00,tempsolonu40cm,-85.4,Londrina
23265102,2021-03-28 17:30:00,tempsolonu40cm,-86.8,Londrina
23265102,2021-03-28 17:45:00,tempsolonu40cm,-86.0,Londrina
23265102,2021-03-28 18:00:00,tempsolonu40cm,-73.13,Londrina
23265102,2021-03-28 18:15:00,tempsolonu40cm,-69.85,Londrina
